# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
0 0 0 b0b0b0
1 0 0 b0b0b0
2 0 0 b0b0b0
3 0 0 b0b0b0
4 0 0 b0b0b0
5 0 0 b0b0b0
6 0 0 b0b0b0
7 0 0 b0b0b0
0 1 0 b0b0b0
1 1 0 b0b0b0
2 1 0 b0b0b0
3 1 0 b0b0b0
4 1 0 b0b0b0
5 1 0 b0b0b0
6 1 0 b0b0b0
0 2 0 b0b0b0
1 2 0 b0b0b0
2 2 0 b0b0b0
3 2 0 b0b0b0
4 2 0 b0b0b0
5 2 0 b0b0b0
6 2 0 959191
0 3 0 b0b0b0
1 3 0 b0b0b0
2 3 0 b0b0b0
3 3 0 b0b0b0
4 3 0 b0b0b0
5 3 0 b0b0b0
0 4 0 b0b0b0
1 4 0 b0b0b0
2 4 0 b0b0b0
3 4 0 b0b0b0
4 4 0 b0b0b0
5 4 0 959191
0 5 0 b0b0b0
1 5 0 b0b0b0
2 5 0 b0b0b0
3 5 0 b0b0b0
4 5 0 b0b0b0
0 6 0 b0b0b0
1 6 0 b0b0b0
2 6 0 b0b0b0
3 6 0 c4c4c4
0 7 0 b0b0b0
1 7 0 c4c4c4
0 0 1 b0b0b0
1 0 1 b0b0b0
2 0 1 b0b0b0
3 0 1 b0b0b0
4 0 1 b0b0b0
5 0 1 b0b0b0
6 0 1 b0b0b0
0 1 1 b0b0b0
1 1 1 b0b0b0
2 1 1 b0b0b0
3 1 1 b0b0b0
4 1 1 b0b0b0
5 1 1 b0b0b0
0 2 1 b0b0b0
1 2 1 b0b0b0
2 2 1 b0b0b0
3 2 1 b0b0b0
4 2 1 b0b0b0
5 2 1 b0b0b0
0 3 1 b0b0b0
1 3 1 b0b0b0
2 3 1 b0b0b0
3 3 1 b0b0b0
4 3 1 b0b0b0
1 4 1 b0b0b0
2 4 1 b0b0b0
3 4 1 b0b0b0
4 4 1 b0b0b0
0 5 1 b0b0b0
1 5 1 b0b0b0
2 5 1 b0b0b0
3 5 1 959191
0 6 1 b0b0b0
1 6 1 959191
2 6 1 959191
0 0 2 b0b0b0
1 0 2 b0b0b0
2 0 2 b0b0b0
3 0 2 b0b0b0
4 0 2 b0b0b0
5 0 2 b0b0b0
6 0 2 959191
0 1 2 b0b0b0
1 1 2 b0b0b0
2 1 2 b0b0b0
3 1 2 b0b0b0
4 1 2 b0b0b0
5 1 2 b0b0b0
0 2 2 b0b0b0
1 2 2 b0b0b0
2 2 2 b0b0b0
3 2 2 b0b0b0
4 2 2 959191
0 3 2 b0b0b0
1 3 2 b0b0b0
2 3 2 b0b0b0
3 3 2 b0b0b0
4 3 2 b0b0b0
0 4 2 b0b0b0
1 4 2 b0b0b0
2 4 2 b0b0b0
3 4 2 c4c4c4
0 5 2 b0b0b0
1 5 2 b0b0b0
2 5 2 b0b0b0
0 6 2 c4c4c4
0 0 3 b0b0b0
1 0 3 b0b0b0
2 0 3 b0b0b0
3 0 3 b0b0b0
4 0 3 b0b0b0
5 0 3 b0b0b0
0 1 3 b0b0b0
1 1 3 b0b0b0
2 1 3 b0b0b0
3 1 3 b0b0b0
4 1 3 b0b0b0
5 1 3 c4c4c4
0 2 3 b0b0b0
1 2 3 b0b0b0
2 2 3 b0b0b0
3 2 3 b0b0b0
4 2 3 b0b0b0
0 3 3 b0b0b0
1 3 3 b0b0b0
2 3 3 b0b0b0
3 3 3 b0b0b0
4 3 3 c4c4c4
0 4 3 b0b0b0
1 4 3 b0b0b0
2 4 3 959191
3 4 3 959191
0 5 3 b0b0b0
1 5 3 b0b0b0
0 0 4 b0b0b0
1 0 4 b0b0b0
2 0 4 b0b0b0
3 0 4 b0b0b0
4 0 4 b0b0b0
5 0 4 b0b0b0
0 1 4 b0b0b0
1 1 4 b0b0b0
2 1 4 b0b0b0
3 1 4 b0b0b0
4 1 4 b0b0b0
0 2 4 b0b0b0
1 2 4 b0b0b0
2 2 4 b0b0b0
3 2 4 b0b0b0
4 2 4 959191
0 3 4 b0b0b0
1 3 4 b0b0b0
2 3 4 b0b0b0
3 3 4 b0b0b0
0 4 4 b0b0b0
1 4 4 b0b0b0
2 4 4 b0b0b0
0 5 4 959191
0 0 5 b0b0b0
1 0 5 b0b0b0
2 0 5 b0b0b0
3 0 5 b0b0b0
4 0 5 b0b0b0
0 1 5 b0b0b0
1 1 5 b0b0b0
2 1 5 b0b0b0
3 1 5 b0b0b0
4 1 5 b0b0b0
0 2 5 b0b0b0
1 2 5 b0b0b0
2 2 5 b0b0b0
