# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
6 1 0 b0b0b0
7 1 0 b0b0b0
5 2 0 c4c4c4
6 2 0 b0b0b0
7 2 0 b0b0b0
4 3 0 b0b0b0
5 3 0 b0b0b0
6 3 0 b0b0b0
7 3 0 b0b0b0
4 4 0 b0b0b0
5 4 0 b0b0b0
6 4 0 b0b0b0
7 4 0 b0b0b0
3 5 0 b0b0b0
4 5 0 b0b0b0
5 5 0 b0b0b0
6 5 0 b0b0b0
7 5 0 b0b0b0
2 6 0 c4c4c4
3 6 0 b0b0b0
4 6 0 b0b0b0
5 6 0 b0b0b0
6 6 0 b0b0b0
7 6 0 b0b0b0
2 7 0 b0b0b0
3 7 0 b0b0b0
4 7 0 b0b0b0
5 7 0 b0b0b0
6 7 0 b0b0b0
7 7 0 b0b0b0
5 2 1 959191
6 2 1 b0b0b0
7 2 1 b0b0b0
5 3 1 b0b0b0
6 3 1 b0b0b0
7 3 1 b0b0b0
4 4 1 b0b0b0
5 4 1 b0b0b0
6 4 1 b0b0b0
7 4 1 b0b0b0
3 5 1 b0b0b0
4 5 1 b0b0b0
5 5 1 b0b0b0
6 5 1 b0b0b0
7 5 1 b0b0b0
3 6 1 b0b0b0
4 6 1 b0b0b0
5 6 1 b0b0b0
6 6 1 b0b0b0
7 6 1 b0b0b0
2 7 1 959191
3 7 1 b0b0b0
4 7 1 b0b0b0
5 7 1 b0b0b0
6 7 1 b0b0b0
7 7 1 b0b0b0
7 2 2 b0b0b0
6 3 2 b0b0b0
7 3 2 b0b0b0
5 4 2 959191
6 4 2 b0b0b0
7 4 2 b0b0b0
4 5 2 959191
5 5 2 b0b0b0
6 5 2 b0b0b0
7 5 2 b0b0b0
3 6 2 b0b0b0
4 6 2 b0b0b0
5 6 2 b0b0b0
6 6 2 b0b0b0
7 6 2 b0b0b0
3 7 2 b0b0b0
4 7 2 b0b0b0
5 7 2 b0b0b0
6 7 2 b0b0b0
7 7 2 b0b0b0
6 3 3 b0b0b0
7 3 3 b0b0b0
5 4 3 b0b0b0
6 4 3 b0b0b0
7 4 3 b0b0b0
4 5 3 c4c4c4
5 5 3 b0b0b0
6 5 3 b0b0b0
7 5 3 b0b0b0
3 6 3 959191
4 6 3 b0b0b0
5 6 3 b0b0b0
6 6 3 b0b0b0
7 6 3 b0b0b0
3 7 3 b0b0b0
4 7 3 b0b0b0
5 7 3 b0b0b0
6 7 3 b0b0b0
7 7 3 b0b0b0
6 3 4 959191
5 4 4 959191
6 4 4 b0b0b0
7 4 4 b0b0b0
5 5 4 b0b0b0
6 5 4 b0b0b0
7 5 4 b0b0b0
4 6 4 b0b0b0
5 6 4 b0b0b0
6 6 4 b0b0b0
7 6 4 b0b0b0
3 7 4 b0b0b0
4 7 4 b0b0b0
5 7 4 b0b0b0
6 7 4 b0b0b0
7 7 4 b0b0b0
6 4 5 b0b0b0
7 4 5 b0b0b0
5 5 5 b0b0b0
6 5 5 e4e4e4
7 5 5 b0b0b0
4 6 5 b0b0b0
5 6 5 e4e4e4
6 6 5 b0b0b0
7 6 5 b0b0b0
4 7 5 b0b0b0
5 7 5 b0b0b0
6 7 5 b0b0b0
7 7 5 b0b0b0
6 4 6 c4c4c4
7 4 6 b0b0b0
6 5 6 e4e4e4
7 5 6 b0b0b0
5 6 6 e4e4e4
6 6 6 b0b0b0
7 6 6 b0b0b0
5 7 6 b0b0b0
6 7 6 b0b0b0
7 7 6 b0b0b0
6 5 7 e4e4e4
7 5 7 b0b0b0
5 6 7 c9c9c9
6 6 7 b0b0b0
7 6 7 b0b0b0
6 7 7 88e9eb
7 7 7 b0b0b0
6 5 8 e4e4e4
5 6 8 e4e4e4
6 6 8 7ef8fb
7 6 8 7ef8fb
6 7 8 5ee3e5
7 7 8 7ef8fb
6 5 9 c9c9c9
5 6 9 c9c9c9
6 6 9 7ef8fb
7 6 9 5ee3e5
6 7 9 7ef8fb
7 7 9 7ef8fb
6 5 10 e4e4e4
5 6 10 e4e4e4
6 6 10 7ef8fb
7 6 10 54cdd0
6 7 10 5ee3e5
7 7 10 7ef8fb
6 5 11 c9c9c9
5 6 11 e4e4e4
6 6 11 7ef8fb
7 6 11 7ef8fb
6 7 11 7ef8fb
7 7 11 7ef8fb
6 5 12 e4e4e4
5 6 12 c9c9c9
6 6 12 7ef8fb
7 6 12 88e9eb
6 7 12 88e9eb
7 7 12 7ef8fb
6 5 13 e4e4e4
5 6 13 e4e4e4
6 6 13 7ef8fb
7 6 13 5ee3e5
6 7 13 5ee3e5
7 7 13 7ef8fb
6 4 14 e4e4e4
7 4 14 c9c9c9
5 5 14 c9c9c9
6 5 14 e4e4e4
7 5 14 e4e4e4
4 6 14 e4e4e4
5 6 14 e4e4e4
6 6 14 7ef8fb
7 6 14 7ef8fb
4 7 14 c9c9c9
5 7 14 e4e4e4
6 7 14 7ef8fb
7 7 14 7ef8fb
