# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
2 0 0 b0b0b0
3 0 0 b0b0b0
4 0 0 b0b0b0
5 0 0 b0b0b0
6 0 0 b0b0b0
7 0 0 b0b0b0
2 1 0 b0b0b0
3 1 0 b0b0b0
4 1 0 b0b0b0
5 1 0 b0b0b0
6 1 0 b0b0b0
7 1 0 b0b0b0
2 2 0 b0b0b0
3 2 0 b0b0b0
4 2 0 b0b0b0
5 2 0 b0b0b0
6 2 0 b0b0b0
7 2 0 b0b0b0
3 3 0 959191
4 3 0 b0b0b0
5 3 0 b0b0b0
6 3 0 b0b0b0
7 3 0 b0b0b0
3 4 0 b0b0b0
4 4 0 b0b0b0
5 4 0 b0b0b0
6 4 0 b0b0b0
7 4 0 b0b0b0
4 5 0 b0b0b0
5 5 0 b0b0b0
6 5 0 b0b0b0
7 5 0 b0b0b0
5 6 0 959191
6 6 0 b0b0b0
7 6 0 b0b0b0
7 7 0 b0b0b0
2 0 1 b0b0b0
3 0 1 b0b0b0
4 0 1 b0b0b0
5 0 1 b0b0b0
6 0 1 b0b0b0
7 0 1 b0b0b0
2 1 1 959191
3 1 1 b0b0b0
4 1 1 b0b0b0
5 1 1 b0b0b0
6 1 1 b0b0b0
7 1 1 b0b0b0
3 2 1 b0b0b0
4 2 1 b0b0b0
5 2 1 b0b0b0
6 2 1 b0b0b0
7 2 1 b0b0b0
4 3 1 c4c4c4
5 3 1 b0b0b0
6 3 1 b0b0b0
7 3 1 b0b0b0
4 4 1 b0b0b0
5 4 1 b0b0b0
6 4 1 b0b0b0
5 5 1 b0b0b0
6 5 1 b0b0b0
7 5 1 b0b0b0
6 6 1 c4c4c4
7 6 1 b0b0b0
2 0 2 c4c4c4
3 0 2 b0b0b0
4 0 2 b0b0b0
5 0 2 b0b0b0
6 0 2 b0b0b0
7 0 2 b0b0b0
3 1 2 959191
4 1 2 b0b0b0
5 1 2 b0b0b0
6 1 2 b0b0b0
7 1 2 b0b0b0
3 2 2 b0b0b0
4 2 2 b0b0b0
5 2 2 b0b0b0
6 2 2 b0b0b0
7 2 2 b0b0b0
4 3 2 b0b0b0
5 3 2 b0b0b0
6 3 2 b0b0b0
7 3 2 b0b0b0
4 4 2 959191
5 4 2 b0b0b0
6 4 2 b0b0b0
6 5 2 b0b0b0
7 5 2 959191
3 0 3 b0b0b0
4 0 3 b0b0b0
5 0 3 b0b0b0
6 0 3 b0b0b0
7 0 3 b0b0b0
3 1 3 b0b0b0
4 1 3 b0b0b0
5 1 3 b0b0b0
6 1 3 b0b0b0
7 1 3 b0b0b0
3 2 3 c4c4c4
4 2 3 b0b0b0
5 2 3 b0b0b0
6 2 3 b0b0b0
7 2 3 b0b0b0
4 3 3 b0b0b0
5 3 3 b0b0b0
6 3 3 b0b0b0
7 3 3 b0b0b0
5 4 3 b0b0b0
6 4 3 b0b0b0
7 4 3 b0b0b0
6 5 3 b0b0b0
7 5 3 b0b0b0
3 0 4 959191
4 0 4 b0b0b0
5 0 4 b0b0b0
6 0 4 b0b0b0
7 0 4 b0b0b0
4 1 4 b0b0b0
5 1 4 b0b0b0
6 1 4 b0b0b0
7 1 4 b0b0b0
4 2 4 959191
5 2 4 b0b0b0
6 2 4 b0b0b0
7 2 4 b0b0b0
4 3 4 959191
5 3 4 b0b0b0
6 3 4 b0b0b0
7 3 4 b0b0b0
5 4 4 b0b0b0
6 4 4 959191
7 4 4 b0b0b0
7 5 4 b0b0b0
3 0 5 b0b0b0
4 0 5 b0b0b0
5 0 5 b0b0b0
6 0 5 b0b0b0
7 0 5 b0b0b0
4 1 5 b0b0b0
5 1 5 b0b0b0
6 1 5 b0b0b0
7 1 5 b0b0b0
4 2 5 959191
5 2 5 b0b0b0
6 2 5 b0b0b0
7 2 5 b0b0b0
5 3 5 b0b0b0
6 3 5 b0b0b0
7 3 5 b0b0b0
6 4 5 c4c4c4
7 4 5 b0b0b0
7 5 5 b0b0b0
4 0 6 b0b0b0
5 0 6 c4c4c4
6 0 6 b0b0b0
7 0 6 b0b0b0
5 1 6 b0b0b0
6 1 6 b0b0b0
7 1 6 b0b0b0
5 2 6 e4e4e4
6 2 6 b0b0b0
7 2 6 b0b0b0
5 3 6 b0b0b0
6 3 6 e4e4e4
7 3 6 b0b0b0
6 4 6 b0b0b0
